filename,cls,x1,y1,x2,y2,conf
SMOOVE-17-07-23_00-00-23-80.jpg,2,688.4981689,355.7299805,937.7142334,641.4990234,0.939337611
SMOOVE-17-07-23_00-00-23-80.jpg,2,1661.79248,364.6651611,1920,652.0498047,0.936205089
SMOOVE-17-07-23_00-00-23-80.jpg,2,204.1756897,548.3512573,419.6872559,788.0252686,0.928832114
SMOOVE-17-07-23_00-00-23-80.jpg,2,451.853302,250.5515442,561.9195557,369.2414246,0.923959076
SMOOVE-17-07-23_00-00-23-80.jpg,2,68.64461517,713.9558716,276.8579712,978.1942749,0.914653361
SMOOVE-17-07-23_00-00-23-80.jpg,2,520.4240723,415.4574585,766.2611694,717.9935913,0.912417829
SMOOVE-17-07-23_00-00-23-80.jpg,2,1674.038086,627.1114502,1920,904.2728271,0.910732508
SMOOVE-17-07-23_00-00-23-80.jpg,2,420.5859375,399.533844,568.4493408,668.0952148,0.909295559
SMOOVE-17-07-23_00-00-23-80.jpg,2,0,10.30023193,263.0565796,334.4109497,0.908151269
SMOOVE-17-07-23_00-00-23-80.jpg,2,512.289917,839.8405151,815.2509155,1012.496521,0.901344597
SMOOVE-17-07-23_00-00-23-80.jpg,2,1765.011963,204.6642151,1920,448.2960205,0.889620125
SMOOVE-17-07-23_00-00-23-80.jpg,2,482.9038696,40.82263184,735.8560181,240.2942505,0.884168327
SMOOVE-17-07-23_00-00-23-80.jpg,2,374.9291687,682.0269775,601.4840698,912.1953735,0.879113019
SMOOVE-17-07-23_00-00-23-80.jpg,2,248.4933777,770.9077148,378.8357239,933.2808838,0.871480227
SMOOVE-17-07-23_00-00-23-80.jpg,0,839.7886963,514.3409424,1060.333374,766.7119141,0.870931923
SMOOVE-17-07-23_00-00-23-80.jpg,2,812.586731,256.430603,934.9147339,410.4185486,0.868917525
SMOOVE-17-07-23_00-00-23-80.jpg,2,1003.550171,231.1891937,1203.004761,417.265564,0.868017852
SMOOVE-17-07-23_00-00-23-80.jpg,2,898.1966553,336.9411621,1010.446777,493.4433289,0.866849661
SMOOVE-17-07-23_00-00-23-80.jpg,2,338.3366699,315.995575,482.8103943,520.5250854,0.848411202
SMOOVE-17-07-23_00-00-23-80.jpg,2,59.15675354,465.7955933,238.1625824,750.0106201,0.848075032
SMOOVE-17-07-23_00-00-23-80.jpg,2,50.8390274,374.2712402,196.5578003,591.2926025,0.818487108
SMOOVE-17-07-23_00-00-23-80.jpg,2,349.2428589,989.6295776,546.1696777,1080,0.801398754
SMOOVE-17-07-23_00-00-23-80.jpg,2,1384.583862,587.616394,1675.042236,837.7789307,0.794726253
SMOOVE-17-07-23_00-00-23-80.jpg,1,1358.452515,291.5236816,1656.501465,652.7834473,0.772570491
SMOOVE-17-07-23_00-00-23-80.jpg,2,547.1225586,926.0842896,700.8879395,1075.104736,0.743076563
SMOOVE-17-07-23_00-00-23-80.jpg,2,521.3087158,262.2644043,798.0161133,437.0354614,0.731598139
SMOOVE-17-07-23_00-00-23-80.jpg,2,759.6856689,65.40829468,906.098999,263.48172,0.722783864
SMOOVE-17-07-23_00-00-23-80.jpg,2,592.8110352,747.906189,714.8677979,888.4220581,0.700685441
SMOOVE-17-07-23_00-00-23-80.jpg,2,975.4539185,429.9117737,1103.907471,559.5632324,0.681267202
SMOOVE-17-07-23_00-00-23-80.jpg,2,649.5244141,998.9213867,910.9905396,1080,0.667651176
SMOOVE-17-07-23_00-00-23-80.jpg,2,554.934082,0,732.9561768,85.13800049,0.665777326
SMOOVE-17-07-23_00-00-23-80.jpg,2,1302.322998,224.2374268,1439.722412,340.8713989,0.655228972
SMOOVE-17-07-23_00-00-23-80.jpg,2,733.5146484,191.2180023,831.0115356,313.3737793,0.642731249
SMOOVE-17-07-23_00-00-23-80.jpg,2,447.2417908,9.694152832,522.0620117,122.4836884,0.565281868
SMOOVE-17-07-23_00-00-23-80.jpg,2,572.4436035,111.9826202,895.0882568,276.3747253,0.416357845
SMOOVE-17-07-23_00-00-23-80.jpg,2,522.5299072,167.8254547,801.4216309,437.7814331,0.408816218
SMOOVE-17-07-23_00-00-23-80.jpg,2,1839.565063,876.1132813,1919.723145,1078.708862,0.383769512
SMOOVE-17-07-23_00-00-23-80.jpg,2,640.5092773,81.82285309,906.713562,268.0314636,0.35196802
SMOOVE-17-07-23_00-00-23-80.jpg,2,1081.907715,356.7658081,1232.461182,493.6083984,0.311795205
SMOOVE-17-07-23_00-00-23-80.jpg,2,0.030532837,900.2471924,204.6663666,1059.567261,0.308299959
SMOOVE-17-07-23_00-00-23-80.jpg,2,0.137008667,762.793396,49.05721664,950.4314575,0.270324409
SMOOVE-17-07-24_00-00-23-92.jpg,2,0,17.69361877,273.4488831,339.8685913,0.950256646
SMOOVE-17-07-24_00-00-23-92.jpg,2,1649.000244,360.7076111,1920,638.361145,0.937605977
SMOOVE-17-07-24_00-00-23-92.jpg,2,539.7398071,423.7437744,783.3301392,726.6677856,0.937442303
SMOOVE-17-07-24_00-00-23-92.jpg,2,305.5195923,327.7156372,485.5244141,601.6293335,0.923427343
SMOOVE-17-07-24_00-00-23-92.jpg,2,548.5004883,828.125061,817.5664673,1023.166809,0.922981501
SMOOVE-17-07-24_00-00-23-92.jpg,2,180.8760681,568.5818481,433.1582336,754.953186,0.910053372
SMOOVE-17-07-24_00-00-23-92.jpg,2,1684.838745,616.203125,1919.944702,899.1293945,0.907369375
SMOOVE-17-07-24_00-00-23-92.jpg,2,482.0036621,40.16631317,738.0132446,236.1751556,0.880982578
SMOOVE-17-07-24_00-00-23-92.jpg,2,483.0184021,268.9832153,775.0194092,431.644043,0.87979418
SMOOVE-17-07-24_00-00-23-92.jpg,2,674.5943604,372.8181152,973.5166626,647.7680664,0.875635684
SMOOVE-17-07-24_00-00-23-92.jpg,2,188.8014984,746.4013672,401.8576355,925.3448486,0.864133239
SMOOVE-17-07-24_00-00-23-92.jpg,2,957.9803467,103.5933533,1125.217529,296.2785034,0.861372173
SMOOVE-17-07-24_00-00-23-92.jpg,2,49.68344879,387.0675659,225.2299805,607.715332,0.856570065
SMOOVE-17-07-24_00-00-23-92.jpg,2,997.2855835,229.8194733,1198.931885,402.4906616,0.853606522
SMOOVE-17-07-24_00-00-23-92.jpg,2,1542.549805,188.8852386,1727.93457,331.1970215,0.852152824
SMOOVE-17-07-24_00-00-23-92.jpg,2,875.5777588,312.306427,992.5957031,473.6523743,0.850220442
SMOOVE-17-07-24_00-00-23-92.jpg,2,0,839.3781738,82.14135742,1080,0.844458997
SMOOVE-17-07-24_00-00-23-92.jpg,2,370.2000732,646.8372192,719.4658203,864.3314209,0.836895406
SMOOVE-17-07-24_00-00-23-92.jpg,2,438.4104004,450.6470947,594.9980469,699.130188,0.835809946
